Airwallex AUD Transactions,,,,,,,,,,
For the period 1 January 2025 to 31 May 2025,,,,,,,,,,
,,,,,,,,,,
Date,Source,Description,Reference,Currency,Spend (Source),Receive (Source),Spend (AUD),Receive (AUD),,
24-Feb-25,Spend Money,Unknown,,AUD,0,8.67,0,8.67,,
24-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
24-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
24-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
24-Feb-25,Spend Money,Unknown,,AUD,0,13.73,0,13.73,,
24-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
24-Feb-25,Spend Money,Xero,XERO AU INV-41587746,AUD,0,145,0,145,,
24-Feb-25,Spend Money,Sendle,,AUD,0,"1,310.67",0,"1,310.67",,
24-Feb-25,Spend Money,Paddle,,AUD,0,26.91,0,26.91,,
25-Feb-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"1,000.00",0,"1,000.00",0,,
25-Feb-25,Payable Payment,Payment: Wesley Lewis,Wesley Wage,AUD,0,"1,730.76",0,"1,730.76",,
25-Feb-25,Spend Money,Life Insurance,ants Label Pty Ltd; Insurance; ************3932,AUD,0,86.18,0,86.18,,
25-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
25-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
25-Feb-25,Spend Money,Unknown,,AUD,0,13.73,0,13.73,,
25-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
25-Feb-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
25-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
25-Feb-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
25-Feb-25,Payable Payment,Payment: Cullan Chapman,Cullan Wage,AUD,0,"1,283.71",0,"1,283.71",,
26-Feb-25,Spend Money,Post,,AUD,0,150,0,150,,
26-Feb-25,Spend Money,Post,,AUD,0,69,0,69,,
26-Feb-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
26-Feb-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
26-Feb-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
26-Feb-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
26-Feb-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
26-Feb-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
26-Feb-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
26-Feb-25,Spend Money,Death to sTock,,AUD,0,30.33,0,30.33,,
27-Feb-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"5,000.00",0,"5,000.00",0,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
27-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,Cullan Chapman; Cullan Chapman; ************5520,AUD,0,40.7,0,40.7,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
28-Feb-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
1-Mar-25,Spend Money,Monday,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,646.41,0,646.41,,
2-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,35.99,0,35.99,,
2-Mar-25,Spend Money,Google G Suite,ANTS LABEL PTY LTD; Google Subscription; ************2155,AUD,0,443.52,0,443.52,,
3-Mar-25,Payable Payment,Payment: Wesley Lewis,Wesley Wage,AUD,0,"1,730.76",0,"1,730.76",,
3-Mar-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,top up; ants Label Pty Ltd,AUD,"2,500.00",0,"2,500.00",0,,
3-Mar-25,Payable Payment,Payment: Cullan Chapman,Cullan Wage,AUD,0,"1,307.29",0,"1,307.29",,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
3-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
3-Mar-25,Spend Money,Unknown,Alannah Keirle; Lani; ************1116,AUD,0,815.3,0,815.3,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
4-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,903.02,0,903.02,,
4-Mar-25,Spend Money,Birth Certificate,,AUD,0,67,0,67,,
5-Mar-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"4,500.00",0,"4,500.00",0,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
5-Mar-25,Bank Transfer,Bank Transfer from Airwallex AUD to Airwallex USD,,AUD,0,"4,500.00",0,"4,500.00",,
6-Mar-25,Spend Money,Motion,,AUD,0,398.47,0,398.47,,
6-Mar-25,Spend Money,Unknown,,AUD,0,18.5,0,18.5,,
10-Mar-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"5,000.00",0,"5,000.00",0,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
10-Mar-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
10-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
10-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
10-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
10-Mar-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
10-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
10-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
10-Mar-25,Spend Money,Unknown,,AUD,0,8.67,0,8.67,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Unknown,,AUD,0,13.73,0,13.73,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
10-Mar-25,Spend Money,Sendle,,AUD,0,508.19,0,508.19,,
10-Mar-25,Spend Money,Adobe,Cullan Chapman; Cullan Chapman; ************5520,AUD,0,118.12,0,118.12,,
10-Mar-25,Payable Payment,Payment: Cullan Chapman,Cullan Wage,AUD,0,"1,443.98",0,"1,443.98",,
11-Mar-25,Spend Money,Fireflies,,AUD,0,46.72,0,46.72,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
11-Mar-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
11-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
11-Mar-25,Spend Money,Unknown,,AUD,0,13.73,0,13.73,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,13.73,0,13.73,,
11-Mar-25,Spend Money,Unknown,,AUD,0,13.73,0,13.73,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,8.67,0,8.67,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,13.73,0,13.73,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,8.67,0,8.67,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
11-Mar-25,Spend Money,LINKTREE,,AUD,0,14.46,0,14.46,,
11-Mar-25,Spend Money,EVORA,,AUD,0,398.5,0,398.5,,
12-Mar-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"2,000.00",0,"2,000.00",0,,
12-Mar-25,Spend Money,Paddle,,AUD,0,80.33,0,80.33,,
12-Mar-25,Spend Money,A2x,,AUD,0,126.96,0,126.96,,
12-Mar-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
12-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
12-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
12-Mar-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
12-Mar-25,Spend Money,Unknown,,AUD,0,8.67,0,8.67,,
12-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
12-Mar-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
12-Mar-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
12-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
12-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
12-Mar-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
12-Mar-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
12-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
12-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
